conversation_id	turn_id	id	query	original	sparse
125	5	125_5	What is the smallest Goliath Frog?	Okay, that’s the biggest.  What is the smallest?	"{""What is the smallest Goliath Frog?"": 0.11727746203848533, ""What is the smallest Goliath frog?"": 0.1150072432155895, ""What is the smallest goliath frog?"": 0.10215961834051891, ""What is the smallest of the Goliath frogs?"": 0.10084128266677424, ""What is the smallest frog?"": 0.09760770809010268, ""What is the smallest frog in the Goliath Frog family?"": 0.09627323453995251, ""What is the smallest frog in the Goliath family?"": 0.09459968263345261, ""What is the smallest frog in the Goliath frog family?"": 0.09345416783641496, ""What is the smallest of the Goliath Frogs?"": 0.09159456153717595, ""What is the smallest of the Goliath frog species?"": 0.09118503910153329}"
125	6	125_6	Why would leaf litter affect Goliath frogs' size?	Why would leaf litter affect its size?	"{""Why would leaf litter affect Goliath frogs' size?"": 0.10549246984180623, ""Why would leaf litter affect Goliath frog's size?"": 0.1039988596432705, ""Why would leaf litter affect the Goliath frog's size?"": 0.10341608677871722, ""Why would leaf litter affect the size of Goliath frogs?"": 0.1018706010857476, ""Why would leaf litter affect a Goliath frog's size?"": 0.10143059178573725, ""Why would leaf litter affect a frog's size?"": 0.10084123559318664, ""Why would leaf litter affect Goliath frogs size?"": 0.10056459454416582, ""Why would leaf litter affect the Goliath Frog's size?"": 0.09511189662112457, ""Why would leaf litter affect the size of Goliath frog?"": 0.09393820649590112, ""Why would leaf litter affect frogs' size?"": 0.09333545761034306}"
126	1	126_1	I want to go on vacation somewhere in Europe with good food. What are some beautiful places?	I want to go on vacation somewhere in Europe with good food. What are some beautiful places?	
126	2	126_2	Where should I consider going on vacation for the first time?	Yes, it'll be my first time. Where should I consider?	"{""Where should I consider going on vacation for the first time?"": 0.11110446226386848, ""Where should I consider for my first trip to Europe?"": 0.10410424440929711, ""Where should I consider going on vacation in Europe for the first time?"": 0.10386953240026475, ""Where should I consider for my first time in Europe?"": 0.10232035954980646, ""Where should I consider going on vacation?"": 0.10170107547799628, ""Where should I consider my first trip to Europe?"": 0.09947020325098167, ""Where should I consider going on vacation in Europe for my first time?"": 0.09567847776619064, ""Where should I consider going on vacation for my first time?"": 0.09455649976887769, ""Where should I consider going on vacation for the first time in Europe?"": 0.09420815836147349, ""Where should I consider going for my first time in Europe?"": 0.09298698675124342}"
126	3	126_3	What should I not miss on the Coast?	What should I not miss on the Coast?	"{""What should I not miss on the Amalfi Coast?"": 0.08875574806513292, ""What should I not miss on the Coast?"": 0.11547218312303038, ""What should I not miss on the Coast of Amalfi?"": 0.10376705412201362, ""What should I not miss on the Coast of the Amalfi Coast?"": 0.10291758106862844, ""What should I not miss on Amalfi Coast?"": 0.09453537877812197, ""What should I not miss on Bella Italia?"": 0.09339399459930023, ""What should I not miss out on the Amalfi Coast?"": 0.09197448136522132, ""What should I not miss on Bella Italia's Coast?"": 0.09034004622536734, ""What should I not miss on the Amalfi Coast for the first time?"": 0.08926020542899502}"
126	4	126_4	What food is Amalfi Coast known for?	What food is it known for?	"{""What food is Amalfi Coast known for?"": 0.13279645367267473, ""What food is Amalfi known for?"": 0.11413596836625223, ""What food is the Amalfi Coast known for?"": 0.10116654448926908, ""What food is the Coast of Amalfi known for?"": 0.09951495730723907, ""What food is the coast of Amalfi known for?"": 0.09928222965801749, ""What food is Amalfi Coast famous for?"": 0.096671834878706, ""What food is the city of Amalfi known for?"": 0.09180398353191901, ""What food is the town of Amalfi known for?"": 0.0889280823316683, ""What food is Amalfi coast known for?"": 0.08790332599725623, ""What food is the region of Amalfi known for?"": 0.08779661976699786}"
126	5	126_5	What is the Duomo? What is that?	Duomo?  What’s that?	"{""What is the Duomo? What is that?"": 0.11102266661832201, ""What is the Duomo? What\u2019s that?"": 0.10818903472422707, ""What is the Duomo? What is it?"": 0.10745098444519874, ""What\u2019s the Duomo? What\u2019s that?"": 0.10250945527077635, ""Where is the Duomo? What\u2019s that?"": 0.09665707744111203, ""What\u2019s the Duomo? What is that?"": 0.09645562502964328, ""Where is the Duomo? What is that?"": 0.09559458055338972, ""What is the Duomo? What's that?"": 0.09554955720425765, ""What\u2019s the Duomo? What is it?"": 0.09461526855797275, ""Where is the Duomo located?"": 0.09195575015510041}"
126	6	126_6	What kinds of innovations did the Duomo have?	Cool!  What kinds of innovations?	"{""What kinds of innovations did the Duomo have?"": 0.10797804151059912, ""What kinds of innovations did the Duomo bring?"": 0.1060485563518078, ""What kinds of innovations did the Duomo make?"": 0.0996430127254275, ""What kinds of innovations were made in the Duomo?"": 0.0995860593227102, ""What kinds of innovations were made in the Duomo Cathedral?"": 0.09920916132226838, ""What kinds of innovations did the Duomo bring to the area?"": 0.09876871565992369, ""What kinds of innovations was the Duomo built on?"": 0.09851094902101251, ""What kinds of innovations did the Duomo introduce?"": 0.09797060525309513, ""What kinds of innovations were made by the Duomo Cathedral?"": 0.09669277069233012, ""What kinds of innovations were made to the Duomo?"": 0.09559212814082556}"
127	1	127_1	Why is it important to reduce runoff in urban areas?	Why is it important to reduce runoff in urban areas?	
127	2	127_2	What practices could I use at home to help reduce runoff?	What practices could I use at home to help?	"{""What practices could I use at home to help reduce runoff?"": 0.11704679662545132, ""What practices could I use at home to help reduce urban runoff?"": 0.11073183135933837, ""What practices could I use at home to help reduce the effects of urban runoff?"": 0.1061170199839874, ""What practices could I use at home to help reduce stormwater runoff?"": 0.10253089817581006, ""What practices could I use at home to help reduce runoff in urban areas?"": 0.10084310966026676, ""What practices could I use at home to help reduce runoff from urban areas?"": 0.09907999533894257, ""What stormwater management practices could I use at home to help reduce runoff?"": 0.0920647897652093, ""What practices could I use at home to help reduce runoff from cities?"": 0.09177754113572852, ""What practices could I use at home to help with urban runoff?"": 0.09004919656030083, ""What practices could I use at home to help?"": 0.08975882139496487}"
127	3	127_3	Maybe I could collect rainwater for my garden. I’d like to learn more about using a rain barrel. What should I consider?	Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider?	"{""Maybe I could collect rainwater for my garden. I\u2019d like to learn more about using a rain barrel. What should I consider?"": 0.10704977862900193, ""I could collect rainwater for my garden. I\u2019d like to learn more about using a rain barrel. What should I consider?"": 0.10535836598075257, ""What should I consider if I could collect rainwater for my garden. I\u2019d like to learn more about using a rain barrel. What should I consider?"": 0.1034627231929904, ""Maybe I could collect rainwater for my garden. I\u2019d like to learn more about using a barrel. What should I consider?"": 0.10337597694615187, ""I\u2019d like to learn more about using a rain barrel. What should I consider?"": 0.10321766415358757, ""I could collect rainwater for my garden. I\u2019d like to learn more about using a barrel. What should I consider?"": 0.10068250419764767, ""What should I consider if I could collect rainwater for my garden. I\u2019d like to learn more about using a barrel. What should I consider?"": 0.0998030235737975, ""Maybe I could collect rainwater for my garden. I'd like to learn more about using a rain barrel. What should I consider?"": 0.09494281441906892, ""Maybe I could collect rainwater for my garden. I'd like to learn more about using a barrel. What should I consider?"": 0.09174019008782502, ""What should I consider if I could collect rainwater for my garden and learn more about using a rain barrel. What should I consider?"": 0.09036695881917654}"
127	4	127_4	How big should my lawn be? How much can I save?	I live in Seattle and have a big lawn. How big should it be? How much can I save?	"{""How big should my lawn be? How much can I save?"": 0.11146221869745598, ""I live in Seattle and have a big lawn. How big should it be? How much can I save?"": 0.1062175666362138, ""How big should my lawn be? How much can I save with a rain barrel?"": 0.1038921061535457, ""I live in Seattle and have a big lawn. How big should it be? How much can I save with a rain barrel?"": 0.09998690081617866, ""How big should my lawn be? How much can I save using a rain barrel?"": 0.09800500194680628, ""I live in Seattle and have a big lawn. How big should it be? How much can I save using a rain barrel?"": 0.09735017132616733, ""How big should my lawn be? How much can I save by using a rain barrel?"": 0.09652490631697871, ""I live in Seattle and have a big lawn. How big should it be? How much can I save by using a rain barrel?"": 0.09638984308186345, ""How big should my lawn be for a rain barrel? How much can I save?"": 0.09615189493276013, ""I live in Seattle and have a big lawn. How big should my lawn be? How much can I save?"": 0.09401939009202993}"
127	5	127_5	How big are normal rain barrels? And what material should I get? What are the pros and cons of different materials?	That sounds like a lot of water. How big are normal barrels? And what material should I get? What are the pros and cons of different materials?	"{""How big are normal rain barrels? And what material should I get? What are the pros and cons of different materials?"": 0.11224108248945024, ""What are the pros and cons of different materials for rain barrels?"": 0.10977949673490273, ""How big are normal rain barrels? And what material should I get? What are the pros and cons of different materials for rain barrels?"": 0.10196556601898352, ""How big are normal rain barrels and what material should I get? What are the pros and cons of different materials?"": 0.1012947328004181, ""How big are standard rain barrels? And what material should I get? What are the pros and cons of different materials?"": 0.0994007875982771, ""How big is a rain barrel? And what material should I get? What are the pros and cons of different materials?"": 0.0990736181024203, ""How big are normal rain barrels? What are the pros and cons of different materials?"": 0.09676042411925541, ""How big are normal rain barrels and what material should I get? What are the pros and cons of different materials for rain barrels?"": 0.09405302866501088, ""What are the pros and cons of different materials?"": 0.09368602684221945, ""How big are normal rain barrels? And what material should I get for a rain barrel? What are the pros and cons of different materials?"": 0.09174523662906227}"
127	6	127_6	Is it safe to use on my garden?	Is it safe to use on my garden?	"{""Is it safe to use on my garden?"": 0.1166595629580675, ""Is rain water safe to use on my garden?"": 0.1158112562362674, ""Is rainwater safe to use on my garden?"": 0.1138461445484702, ""Is Rain Water Safe to use on my garden?"": 0.10177769230822686, ""Is it safe to use rainwater on my garden?"": 0.09389881836489263, ""Is Rain Water Safe to use on my Garden?"": 0.09281544001312203, ""Is Rainwater Safe to use on my garden?"": 0.09234605414201076, ""Is Rain Water safe to use on my garden?"": 0.09134381009260593, ""Is rain water safe to use in my garden?"": 0.09131568520018736, ""Is water safe to use on my garden?"": 0.09018553613614934}"
127	7	127_7	What else should I consider when installing a rain barrel?	What else should I consider when installing it?	"{""What else should I consider when installing a rain barrel?"": 0.1207915393963723, ""What else should I consider when installing a rain barrel besides how big my lawn is? How much can I save?"": 0.10361208288992381, ""What else should I consider when installing a rain barrel besides how big should my lawn be? How much can I save?"": 0.09943556547496407, ""What else should I consider when installing a rain barrel besides how big my lawn is and how much I can save?"": 0.09864638279519629, ""What else should I consider when installing a rain barrel besides size, material, and safety?"": 0.09770119601571173, ""What else should I consider when installing a rain barrel besides how big my lawn should be? How much can I save?"": 0.09652506837520985, ""What else should I consider when installing a rain barrel besides how big my lawn is, how much I can save, and if it is safe to use?"": 0.09648936281618442, ""What else should I consider when installing a rain barrel besides the size, material, and safety?"": 0.09647109085191166, ""What else should I consider when installing it?"": 0.09585420059396535, ""What else should I consider when installing a rain barrel besides how big my lawn is and how much it will save?"": 0.09447351079056053}"
127	8	127_8	How do rain gardens compare to rain barrels?	You also mentioned rain gardens earlier. How do they compare?	"{""How do rain gardens compare to rain barrels?"": 0.11689968203067624, ""How do rain gardens compare to conventional gardens?"": 0.1036804465140463, ""How do rain gardens compare to traditional gardens?"": 0.10290207896976229, ""How do rain gardens and rain barrels compare?"": 0.10080747835027645, ""How do rain gardens compare to lawns?"": 0.09779818793149354, ""What are the pros and cons of rain gardens?"": 0.09654244158419197, ""How do rain gardens compare to regular gardens?"": 0.0964356748523526, ""How do rain gardens compare to a rain barrel?"": 0.09539676706529072, ""How do rain gardens compare to traditional rain barrels?"": 0.095219520447101, ""How do rain gardens compare to traditional garden beds?"": 0.09431772225480886}"
127	9	127_9	What are some native plants for my area that I could use?	I’ll try the garden too. What are some native plants for my area that I could use?	"{""What are some native plants for my area that I could use?"": 0.11728213378070147, ""I\u2019ll try the garden too. What are some native plants for my area that I could use?"": 0.10317454611894049, ""What are some native plants for my area that I could use for a rain garden?"": 0.1008143595160164, ""What are some native plants for my area that I could use in a rain garden?"": 0.10073892580858029, ""What are some native plants for my area that I could use for the garden?"": 0.09681544892806206, ""What are some native plants for my area that I could use for the rain garden?"": 0.09681182531599461, ""What are some native plants for my area that I could use for my garden?"": 0.09662013041656331, ""What are some native plants for my area that I could use in my garden?"": 0.0965704476390603, ""What are some native plants for my area that I could use for my rain garden?"": 0.09625708523485045, ""What are some native plants for my area that I could use in my rain garden?"": 0.09491509724123062}"
128	1	128_1	What’s the science behind why we drink alcohol?	What’s the science behind why we drink alcohol?	
128	2	128_2	What are the causes of alcoholism?	What are the causes of it?	"{""What are the causes of alcoholism?"": 0.14292488897161382, ""What are the causes of addiction?"": 0.11932451973314319, ""What are the causes of Alcoholism?"": 0.10384527739701764, ""What are the causes of adolescent alcoholism?"": 0.09752523748914016, ""What are the causes of alcoholicism?"": 0.09647080144189536, ""What are the causes of alcohol addiction?"": 0.09296732669858646, ""What are the causes of alcoholism in the U.S.?"": 0.08779767001335978, ""What are the causes of alcoholism in the United States?"": 0.08745373271817178, ""What are the causes of depression?"": 0.08694336665700196, ""What are the causes of adolescence?"": 0.08474717888006987}"
128	3	128_3	Who is at high risk for alcoholism?	Who is at high risk?	"{""Who is at high risk for alcoholism?"": 0.11948263752824739, ""Who is at high risk for addiction?"": 0.11675131953156491, ""Who is at high risk of developing an addiction?"": 0.10023833963491761, ""Who is at high risk of addiction?"": 0.09914782602756923, ""Who is at high risk for alcohol addiction?"": 0.0977568368198897, ""Who is at high risk of alcoholism?"": 0.09610301462676907, ""Who is at high risk for substance abuse?"": 0.09377948093687723, ""Who is at high risk of developing alcoholism?"": 0.09363153968891906, ""Who is at high risk of developing an alcoholism?"": 0.09326862031303554, ""Who is at high risk of becoming addicted to alcohol?"": 0.08984038489221026}"
128	4	128_4	What is a safe amount to drink daily?	What is a safe amount to drink daily?	"{""What is a safe amount to drink daily?"": 0.1263157825124786, ""What is a safe amount to drink daily for teens?"": 0.11184960493847908, ""What is a safe amount to drink daily for teenagers?"": 0.1046776021637589, ""What is a safe amount to drink daily in relation to alcoholism?"": 0.09749792814047378, ""What is a safe amount to drink daily in regards to alcoholism?"": 0.09637580964349078, ""What is a safe amount to drink daily in relation to adolescent brain development?"": 0.09361069798403322, ""What is a safe amount of alcohol to drink daily?"": 0.09282037265774064, ""What is a safe amount to drink daily during adolescence?"": 0.09270933405782285, ""What is a safe amount of alcohol to drink daily for teens?"": 0.09226211427079414, ""What is a safe amount to drink daily for a teenager?"": 0.09188075363092799}"
128	5	128_5	What do the guidelines say for pregnant women? Why?	What do the guidelines say for pregnant women? Why?	"{""What do the guidelines say for pregnant women? Why?"": 0.11548119796317345, ""What do the U.S. government guidelines say for pregnant women? Why?"": 0.11468175227646919, ""What do the U.S. guidelines say for pregnant women? Why?"": 0.10629686599216492, ""What do U.S. government guidelines say for pregnant women? Why?"": 0.1012232507893439, ""What do the U.S. government guidelines say for pregnant women? Why do they say that?"": 0.09905657856646966, ""What do the U.S. government guidelines say for pregnant women? Why are they contradictory?"": 0.0948806796824428, ""What do the U.S. government guidelines say for pregnant women? Why do they say this?"": 0.09369800264977964, ""What do the government guidelines say for pregnant women? Why?"": 0.09169318527837794, ""What do the U.S. guidelines say for pregnant women? Why do they say that?"": 0.09165625276593427, ""What do the U.S. government guidelines say for pregnant women? Why do they say so?"": 0.09133223403584424}"
128	6	128_6	I’ve heard that pregnant women in France drink wine with dinner. Is that true?	But I’ve heard that pregnant women in France drink wine with dinner. Is that true?	"{""I\u2019ve heard that pregnant women in France drink wine with dinner. Is that true?"": 0.11701392320087957, ""Is it true that pregnant women in France drink wine with dinner?"": 0.10862123388743465, ""But I\u2019ve heard that pregnant women in France drink wine with dinner. Is that true?"": 0.1055704277759982, ""Is it true that pregnant women in France drink wine with dinner. Is that true?"": 0.10553704816370955, ""I've heard that pregnant women in France drink wine with dinner. Is that true?"": 0.10015988878053239, ""I\u2019ve also heard that pregnant women in France drink wine with dinner. Is that true?"": 0.09960067085726204, ""I have heard that pregnant women in France drink wine with dinner. Is that true?"": 0.0970717348511506, ""Is what I\u2019ve heard that pregnant women in France drink wine with dinner true?"": 0.0894772603178435, ""Is it true that pregnant women in France drink wine with dinner. Is it true?"": 0.08861385462970225, ""Is it true that pregnant women in France drink wine with dinner? Is that true?"": 0.08833395753548723}"
128	7	128_7	So you mean that the US suggestion may be too strict? What is the French government's attitude?	So you mean that the US suggestion may be too strict? What is the French government's attitude?	"{""So you mean that the US suggestion may be too strict? What is the French government's attitude?"": 0.11261715146236376, ""So you mean that the US suggestion may be too strict? What is the French government's attitude on alcohol?"": 0.10067497756486568, ""So you mean that the US suggestion may be too strict? What is the French government's attitude about alcohol?"": 0.10001872405809929, ""So you mean the US suggestion may be too strict? What is the French government's attitude?"": 0.09944108239915371, ""So you mean that the US suggestion may be too strict? What is the French government's attitude regarding alcohol?"": 0.0992664281385851, ""So you mean that the US suggestion may be too strict? What is the French government's attitude towards alcohol?"": 0.09926469234482779, ""So you mean that the US suggestion may be too strict? What is the French government's attitude toward alcohol?"": 0.09883012657299137, ""So you mean that the US suggestion may be too strict? What is the French government's attitude regarding alcohol consumption during pregnancy?"": 0.09709469595244634, ""So you mean that the US suggestion may be too strict? What is the French government's attitude on alcohol consumption?"": 0.09660019808820257, ""So you mean that the US suggestion may be too strict? What is the French government's attitude regarding alcohol consumption?"": 0.09619192341846439}"
128	8	128_8	What advice did the Lancet study give for safety?	Tell me about the findings from the Lancet study you mentioned. What advice did it give for safety?	"{""What advice did the Lancet study give for safety?"": 0.13054321278410438, ""Tell me about the findings from the Lancet study you mentioned. What advice did it give for safety?"": 0.11060219318983962, ""Tell me about the findings from the Lancet study you mentioned. What advice did the Lancet study give for safety?"": 0.09887474889346902, ""What advice did the Lancet give for safety?"": 0.09841123503299487, ""What advice did the Lancet study give for safety regarding light drinking during pregnancy?"": 0.09502157179417395, ""What advice did the Lancet study give for safety of pregnant women?"": 0.09426374376135459, ""What advice did the Lancet study give for safety regarding alcohol?"": 0.0941313514388419, ""Tell me about the findings from the Lancet study you mentioned. What advice did the Lancet give for safety?"": 0.09305452891795167, ""Tell me about the findings from the Lancet study you mentioned. What advice did the study give for safety?"": 0.09281443263046223, ""What advice did the Lancet study give for safety in relation to alcohol?"": 0.09228298155680778}"
128	9	128_9	What are some treatment options for alcoholism?	I’d like to stop. What are some treatment options?	"{""What are some treatment options for alcoholism?"": 0.11481579042286436, ""I\u2019d like to stop. What are some treatment options?"": 0.11240329254279159, ""I\u2019d like to stop drinking. What are some treatment options?"": 0.11007709873289637, ""I\u2019d like to stop. What are some treatment options for alcoholism?"": 0.10375003407788486, ""I'd like to stop. What are some treatment options?"": 0.09526978612100731, ""I'd like to stop drinking. What are some treatment options?"": 0.0944242977600351, ""I\u2019d like to stop drinking alcohol. What are some treatment options?"": 0.09297402041748713, ""What are some treatment options?"": 0.09289003945123943, ""I\u2019d like to stop drinking. What are some treatment options for alcoholism?"": 0.09192437221703442, ""I'd like to stop. What are some treatment options for alcoholism?"": 0.09147126825675944}"
128	10	128_10	What are some rehab treatment options to consider?	No, I meant drinking alcohol. What are some rehab treatment options to consider?	"{""What are some rehab treatment options to consider?"": 0.1270667878034155, ""What are some rehab treatment options to consider for alcoholism?"": 0.12233492937767308, ""What are some rehab treatment options to consider if you are struggling with alcoholism?"": 0.09723088138721353, ""What are some rehab treatment options to consider for alcohol addiction?"": 0.09500341898259565, ""What are some rehab treatment options to consider if you are addicted to alcohol?"": 0.09432614903186948, ""What are some rehab treatment options for alcoholism to consider?"": 0.09363914943673346, ""What are some rehab treatment options to consider if you are suffering from alcoholism?"": 0.09339710446264028, ""What are some rehab treatment options to consider if you're struggling with alcoholism?"": 0.09274736972670432, ""What are some rehab treatment options to consider for addiction to alcohol?"": 0.09226805629536933, ""What are some rehab treatment options to consider in relation to alcoholism?"": 0.09198615349578537}"
129	1	129_1	What are the mechanisms of depression?	What are the mechanisms of depression?	
129	2	129_2	What is the role of serotonin in trazodone?	What is the role of serotonin?	"{""What is the role of serotonin in trazodone?"": 0.11504311977293072, ""What is the role of serotonin in the mechanism of action of trazodone?"": 0.11195727628576466, ""What is the role of serotonin in depression?"": 0.10530248907264682, ""What is the role of serotonin in relation to trazodone?"": 0.10347071123105282, ""What is the role of serotonin in the trazodone mechanism of action?"": 0.09555162847725629, ""What is the role of serotonin in the mechanisms of depression?"": 0.09549736048669061, ""What is the role of serotonin in the depression process?"": 0.09370905969929981, ""What is the role of serotonin in the mechanism of action for trazodone?"": 0.09339873102231502, ""What is the role of serotonin in trazodone's mechanism of action?"": 0.09312951136825874, ""What is the role of serotonin in trazodone's effect?"": 0.0929401125837845}"
129	3	129_3	How can I balance dopamine and endorphins?	How can I balance it?	"{""How can I balance dopamine and endorphins?"": 0.11003200957933315, ""How can I balance dopamine levels?"": 0.11002656366485097, ""How can I balance my dopamine levels?"": 0.10459438566528824, ""How can I balance dopamine levels in the brain?"": 0.0988236482447327, ""How can I balance dopamine and endorphins in the brain?"": 0.09703179786560465, ""How can I balance dopamine and endorphins levels?"": 0.09676985394262722, ""How can I balance dopamine in my brain?"": 0.09661129872852729, ""How can I balance dopamine?"": 0.09603461745740369, ""How can I balance dopamine in the brain?"": 0.09590843348916432, ""How can I balance the dopamine in my brain?"": 0.09416739136246778}"
129	4	129_4	What foods boost dopamine?	What foods boost it?	"{""What foods boost dopamine?"": 0.13285713421669892, ""What foods boost dopamine levels?"": 0.11418127288926261, ""What foods boost dopamine production?"": 0.11331319953906924, ""What foods boost dopamine in the brain?"": 0.10568533276880158, ""What foods boost dopamine production in the brain?"": 0.09723654217374907, ""What foods boost dopamine release?"": 0.09583566297799047, ""What foods boost dopamine levels in the brain?"": 0.09206489525208715, ""What foods boost dopamine synthesis?"": 0.08412850491823635, ""What foods boost serotonin levels?"": 0.08257248527212872, ""What foods boost serotonin production?"": 0.08212496999197588}"
129	5	129_5	How does the phenylalanine convert to tyrosine?	How does the phenylalanine convert to tyrosine?	"{""How does the phenylalanine convert to tyrosine?"": 0.12422181735293708, ""How does phenylalanine convert to tyrosine?"": 0.12201382772208669, ""How does the phenylalanine convert to tyrosine in the brain?"": 0.10532033811574307, ""How does phenylalanine convert to tyrosine in the brain?"": 0.10121947136107702, ""How does the phenylalanine convert to tyrosine in your brain?"": 0.0944422391232284, ""How does the phenylalanine convert into tyrosine?"": 0.09414499647007085, ""How does the phenylalanine convert to tyrosine in the body?"": 0.09046433599167807, ""How does the phenylalanine convert to tyrosine during sleep?"": 0.09017097575417612, ""how does the phenylalanine convert to tyrosine?"": 0.08906635177257748, ""How does phenylalanine convert to tyrosine in your brain?"": 0.08893564633642521}"
129	6	129_6	Can stimulants alleviate depression?	Can these drugs alleviate depression?	"{""Can stimulants alleviate depression?"": 0.11754309589506742, ""Can stimulant drugs alleviate depression?"": 0.11677748878352359, ""Can these drugs alleviate depression?"": 0.1075081234048618, ""Can dopamine and epinephrine alleviate depression?"": 0.10040030996188093, ""Can trazodone and other stimulants alleviate depression?"": 0.10022825585382929, ""Can trazodone and other stimulant drugs alleviate depression?"": 0.09499359054434044, ""Can catecholamine analogues alleviate depression?"": 0.09401538014607554, ""Can trazodone and epinephrine alleviate depression?"": 0.09193844764487279, ""Can trazodone or other stimulants alleviate depression?"": 0.08988908339279343, ""Can trazodone or other stimulant drugs alleviate depression?"": 0.0867062243727548}"
129	7	129_7	Does the Catecholamine Theory of Mood explain the cause of depression?	Does this theory explain the cause of depression?	"{""Does the Catecholamine Theory of Mood explain the cause of depression?"": 0.11684804819891022, ""Does the Catecholamine theory explain the cause of depression?"": 0.10866304503948578, ""Does the Catecholamine theory of Mood explain the cause of depression?"": 0.10512545404703881, ""Does the catecholamine theory explain the cause of depression?"": 0.09908461795339817, ""Does the Catecholamine theory of mood explain the cause of depression?"": 0.0957528357487627, ""Does the Catecholamine Theory explain the cause of depression?"": 0.09557649784007846, ""Does the catecholamine theory of mood explain the cause of depression?"": 0.09304774724740254, ""Does the Catecholamine Theory of Mood explain the cause of depression"": 0.0933252210018715}"
129	8	129_8	Can a person have dopamine and noradrenalin at the same time?	Can a person have both at the same time?	"{""Can a person have dopamine and noradrenalin at the same time?"": 0.1212516438347457, ""Can a person have both dopamine and noradrenalin at the same time?"": 0.11066483230350738, ""Can a person have dopamine & noradrenalin at the same time?"": 0.10446627223503849, ""Can someone have dopamine and noradrenalin at the same time?"": 0.09857530399702735, ""Can a person have Dopamine and Noradrenalin at the same time?"": 0.09651019747747426, ""Can one person have dopamine and noradrenalin at the same time?"": 0.09638454341044493, ""Can a person have both dopamine & noradrenalin at the same time?"": 0.09589299033079528, ""Can a person have dopamine and noradrenaline at the same time?"": 0.09418382668738863, ""Can a person have Dopamine and noradrenalin at the same time?"": 0.09282960150871684, ""Can someone have both dopamine and noradrenalin at the same time?"": 0.08924078821486114}"
129	9	129_9	What are the symptoms of mania and depression?	No, I meant mania and depression.	"{""What are the symptoms of mania and depression?"": 0.10995146169172959, ""What is the difference between mania and depression?"": 0.10646173437063546, ""No, I meant mania and depression. I meant the symptoms of depression include more than just persistent sadness or an empty feeling.|||No, I meant mania and depression."": 0.1014018436005032, ""No, I meant mania and depression. I meant the symptoms of depression include more than just persistent sadness or an empty feeling.|||I meant mania and depression."": 0.10111495775877875, ""No, I meant mania and depression. I meant more than just persistent sadness or an empty feeling.|||No, I meant mania and depression."": 0.09912387303979162, ""No, I meant mania and depression. I meant more than just persistent sadness or an empty feeling.|||I meant mania and depression."": 0.09850602614355863, ""No, I meant mania and depression. I meant the symptoms of depression include more than just persistent sadness or an empty feeling.|||I meant more than just persistent sadness or an empty feeling."": 0.09621031622740149, ""No, I meant mania and depression. I meant the symptoms of depression include more than just persistent sadness or an empty feeling. |||I meant mania and depression."": 0.09604402044103026, ""No, I meant mania and depression. I meant the symptoms of depression include more than just persistent sadness or an empty feeling."": 0.09583471653495992, ""No, I meant mania and depression. I meant more than just persistent sadness or an empty feeling.|||Yes, I meant mania and depression."": 0.09535105019161108}"
129	10	129_10	What are the types of bipolar disorder?	What are the types of bipolar?	"{""What are the types of bipolar disorder?"": 0.14036987768236353, ""What are the types of bipolar?"": 0.12127655729940859, ""What are the types of bipolar depression?"": 0.10969089503083919, ""What are the types of bipolar disorders?"": 0.1017876203570323, ""What are the types of Bipolar Disorder?"": 0.09961131801819835, ""What are the types of bipolar disorder"": 0.09619493819585041, ""What are the types of bipolar Disorder?"": 0.09190755792395809, ""What are the types of bipolar disease?"": 0.0821849913427158, ""What are the types of bipolar mood disorders?"": 0.08068807635473099, ""What are the types of Bipolar disorder?"": 0.07628816779490276}"
130	1	130_1	Who are the greatest catchers of all time?	Who are the greatest catchers of all time?	
